Listing.ListingId,Listing.Price.ClosePrice
mrd11833542,356990.44
mrd11833828,368584.34
mrd11833847,362809.47
mrd11834996,224059.9
mrd11835772,313921.72
mrd11835925,535187.06
mrd11837193,1033857.75
mrd11838921,357356.7
mrd11839414,351146.3
mrd11840134,564268.8
mrd11840199,583098.1
mrd11840602,364684.0
mrd11840784,431545.3
mrd11840873,313079.8
mrd11841603,654599.5
mrd11841619,229775.05
mrd11842696,585489.5
mrd11844448,566566.56
mrd11844771,177316.92
mrd11844977,478878.66
mrd11845341,389541.66
mrd11846441,1230280.4
mrd11847034,364520.22
mrd11847125,482147.34
mrd11847649,362536.22
mrd11848698,407341.62
mrd11850593,353889.03
mrd11850896,839387.5
mrd11851711,364409.72
mrd11852427,362844.22
mrd11852703,343421.16
mrd11853152,256028.84
mrd11853613,361165.03
mrd11854357,343405.03
mrd11855535,473661.25
mrd11856052,267460.03
mrd11856077,357541.84
mrd11856634,1545298.4
mrd11857826,526102.75
mrd11858033,354689.1
mrd11858804,364945.34
mrd11859142,357732.1
mrd11859531,498676.1
mrd11861899,352260.06
mrd11862321,366736.66
mrd11862524,448121.97
mrd11862927,533106.25
mrd11863015,516328.47
mrd11863184,2219664.2
mrd11863480,282487.03
mrd11864115,916686.06
mrd11864282,303914.9
mrd11864306,638823.75
mrd11864525,1274248.8
mrd11864549,318636.28
mrd11865087,277738.75
mrd11865318,638152.6
mrd11865658,363126.4
mrd11865674,312227.34
mrd11865687,275316.84
mrd11866134,225607.14
mrd11866171,290111.28
mrd11866367,480340.9
mrd11866877,364997.5
mrd11868026,363017.1
mrd11868038,447071.66
mrd11868048,718044.25
mrd11868314,365756.84
mrd11868446,373214.47
mrd11868510,378953.47
mrd11869124,327811.5
mrd11869505,311297.56
mrd11869655,294809.78
mrd11871249,2032036.4
mrd11871632,359210.34
mrd11871795,362711.8
mrd11871867,419704.0
mrd11872406,433893.72
mrd11872688,216101.81
mrd11872947,530232.44
mrd11873127,897001.2
mrd11873547,296513.25
mrd11873936,343648.03
mrd11873979,270823.16
mrd11874927,299402.2
mrd11875977,363877.9
mrd11876759,273796.34
mrd11876767,221493.61
mrd11877646,303433.06
mrd11877675,642704.4
mrd11877942,286388.0
mrd11878206,289502.22
mrd11879138,296101.0
mrd11879186,363820.97
mrd11879665,367717.22
mrd11879866,362945.66
mrd11880786,364788.12
mrd11880959,284121.2
mrd11882731,316174.16
mrd11882937,801645.75
mrd11883560,1225349.4
mrd11883833,289043.8
mrd11884018,316849.6
mrd11884395,338997.56
mrd11884397,563055.25
mrd11884541,343942.4
mrd11885119,225105.03
mrd11885861,583956.4
mrd11886154,222823.03
mrd11886174,589511.5
mrd11886267,679509.5
mrd11886445,1123400.2
mrd11886513,1629383.0
mrd11888020,454288.03
mrd11888574,286952.03
mrd11889098,543622.25
mrd11889133,255852.58
mrd11890241,619391.5
mrd11890351,358866.44
mrd11891019,361961.72
mrd11891156,283017.22
mrd11891312,365162.8
mrd11891643,357338.88
mrd11892150,373124.78
mrd11892286,368229.34
mrd11892725,369843.1
mrd11893200,218527.9
mrd11893259,357054.84
mrd11893261,359392.28
mrd11893272,362499.44
mrd11893273,362114.16
mrd11893300,2172959.0
mrd11893316,362844.22
mrd11893322,1313758.2
mrd11893692,671296.56
mrd11893826,846823.2
mrd11893987,288105.16
mrd11894057,622922.5
mrd11894241,319520.28
mrd11894730,283211.78
mrd11895272,223607.6
mrd11895388,292339.5
mrd11895446,363679.1
mrd11895461,293436.12
mrd11895554,505925.88
mrd11895686,354607.88
mrd11895943,458667.8
mrd11896215,275188.22
mrd11896388,447744.53
mrd11896559,342223.72
mrd11897182,489178.6
mrd11897630,610433.4
mrd11897931,362701.1
mrd11898093,337700.62
mrd11898274,290200.7
mrd11898449,218072.14
mrd11898721,267564.84
mrd11898908,576325.1
mrd11898970,339499.72
mrd11899123,414042.62
mrd11899322,354135.28
mrd11899918,265034.03
mrd11900783,471207.3
mrd11900956,945077.2
mrd11901177,1551486.5
mrd11901294,318662.75
mrd11901348,1231872.4
mrd11902325,284563.47
mrd11902495,311088.62
mrd11902520,277525.47
mrd11902987,819981.4
mrd11904562,913214.4
mrd11904616,329447.66
mrd11904938,362692.1
mrd11905304,353487.8
mrd11905399,292491.34
mrd11905554,480858.1
mrd11906184,361219.4
mrd11906699,222369.4
mrd11907278,367493.28
mrd11907281,362648.56
mrd11907320,363367.03
mrd11907498,280045.2
mrd11907629,225758.75
mrd11908118,221230.88
mrd11908173,343521.22
mrd11908572,582290.94
mrd11908629,340251.8
mrd11908696,265460.66
mrd11908739,359601.9
mrd11908764,620660.1
mrd11909782,311323.1
mrd11910408,771781.5
mrd11910729,311228.84
mrd11910766,546817.4
mrd11911163,363658.7
mrd11911193,368867.97
mrd11911210,723806.4
mrd11911443,361392.53
mrd11911630,332721.8
mrd11911673,363450.2
mrd11912117,349496.03
mrd11912147,382576.78
mrd11912384,736726.56
mrd11912581,753838.4
mrd11913006,703619.9
mrd11913062,341885.0
mrd11913845,366708.9
mrd11914146,499410.12
mrd11914248,346608.03
mrd11914360,298429.47
mrd11914468,585438.0
mrd11914604,2114205.5
mrd11914770,219913.03
mrd11915085,897513.2
mrd11915424,1475975.2
mrd11915603,368468.7
mrd11915656,264041.6
mrd11915732,615847.3
mrd11915951,603846.8
mrd11916053,363125.03
mrd11916426,815147.25
mrd11917206,352080.66
mrd11917605,289713.28
mrd11917710,221809.2
mrd11917753,589645.75
mrd11917938,987246.9
mrd11918209,1549355.2
mrd11918273,291964.9
mrd11918567,361051.53
mrd11918673,243321.14
mrd11918950,543680.44
mrd11919217,290503.06
mrd11919238,368924.34
mrd11919408,353207.44
mrd11919971,294247.8
mrd11920028,292779.6
mrd11920109,520974.4
mrd11920242,372280.1
mrd11920374,361737.12
mrd11920507,1102253.9
mrd11920517,325781.12
mrd11920968,225843.95
mrd11920981,449744.22
mrd11921164,316132.9
mrd11921220,632516.8
mrd11921382,384557.22
mrd11921428,670352.0
mrd11921723,330256.44
mrd11921789,314690.44
mrd11921875,889609.5
mrd11921907,280590.47
mrd11922087,290777.1
mrd11922107,641203.1
mrd11922511,361681.28
mrd11922900,302716.6
mrd11923062,255034.44
mrd11923118,281337.66
mrd11923512,1233419.0
mrd11923617,362568.03
mrd11923697,282076.16
mrd11923798,621443.3
mrd11923818,671391.2
mrd11923862,362721.66
mrd11924346,357614.34
mrd11924348,813084.0
mrd11924353,222153.86
mrd11924377,326977.0
mrd11924404,542009.75
mrd11924421,306985.2
mrd11924459,313790.38
mrd11924466,426713.16
mrd11924640,369072.75
mrd11924702,222365.38
mrd11924800,362685.6
mrd11925044,768495.75
mrd11925103,361645.66
mrd11925138,658776.3
mrd11925387,362844.22
mrd11925468,359291.75
mrd11926091,365119.4
mrd11926673,405835.34
mrd11926856,295173.16
mrd11926898,280939.53
mrd11926985,444457.38
mrd11927257,365460.4
mrd11927723,294678.84
mrd11928133,328295.78
mrd11928135,297024.6
mrd11928158,301500.47
mrd11928165,338541.22
mrd11928238,269289.6
mrd11928600,362622.8
mrd11928615,300200.94
mrd11928663,385340.97
mrd11928675,317096.0
mrd11929009,361867.9
mrd11929182,1036046.5
mrd11929344,494586.53
mrd11929515,291043.25
mrd11929578,589763.7
mrd11929637,414749.66
mrd11929698,281088.28
mrd11929728,357454.22
mrd11929745,306046.2
mrd11929815,341342.9
mrd11929824,363473.03
mrd11929953,362915.0
mrd11930026,477624.56
mrd11930169,286312.4
mrd11930436,400663.0
mrd11930528,383585.78
mrd11930545,369194.8
mrd11930596,929398.75
mrd11931276,295622.47
mrd11931311,382870.66
mrd11931487,286818.3
mrd11931489,288278.1
mrd11931505,304763.22
mrd11931514,364008.78
mrd11931785,362479.56
mrd11932239,454336.28
mrd11932472,263994.06
mrd11932497,484394.47
mrd11932560,235215.83
mrd11932819,355844.28
mrd11932965,277099.1
mrd11933051,304196.72
mrd11933165,376167.25
mrd11933200,383905.78
mrd11933578,2510562.8
mrd11933881,306959.1
mrd11933885,315378.8
mrd11934213,422144.47
mrd11934276,269742.9
mrd11934328,775192.3
mrd11934499,361595.16
mrd11935119,335032.53
mrd11935121,335032.53
mrd11935285,431823.3
mrd11935473,362879.84
mrd11935590,522089.1
mrd11935655,933551.75
mrd11935681,256628.12
mrd11935727,304404.06
mrd11935735,338917.22
mrd11935977,340358.53
mrd11936010,371060.88
mrd11936043,409152.47
mrd11936045,1530346.4
mrd11936057,431099.28
mrd11936393,281421.97
mrd11936448,418665.2
mrd11936449,418732.22
mrd11936549,775096.9
mrd11936553,774924.1
mrd11936802,566090.4
mrd11937049,428705.8
mrd11937289,362589.53
mrd11937452,494526.44
mrd11937492,479117.72
mrd11937613,365467.2
mrd11937651,267982.12
mrd11937703,671593.3
mrd11937803,364353.53
mrd11938089,230876.12
mrd11938186,318290.6
mrd11938201,363379.22
mrd11938242,283716.5
mrd11938300,382483.84
mrd11938857,364719.72
mrd11939394,317798.22
mrd11939399,362844.22
mrd11939401,224256.53
mrd11939417,316493.2
mrd11939433,467715.88
mrd11939435,317488.28
mrd11939447,317488.28
mrd11939516,277061.1
mrd11939587,363270.16
mrd11939726,359003.5
mrd11939800,775079.5
mrd11939804,389798.62
mrd11939820,775145.7
mrd11940029,233043.62
mrd11940056,481894.16
mrd11940120,240155.14
mrd11940122,275786.16
mrd11940345,425239.34
mrd11940749,273139.72
mrd11940920,361875.44
mrd11941190,368412.75
mrd11941283,1180205.8
mrd11941322,383438.66
mrd11941334,282854.84
mrd11941505,362458.28
mrd11941645,362844.22
mrd11941681,292479.3
mrd11941731,677029.5
mrd11941864,293175.6
mrd11942037,317328.62
mrd11942105,274911.6
mrd11942335,497857.06
mrd11942522,510454.62
mrd11942535,224577.39
mrd11942592,337029.12
mrd11942911,515606.7
mrd11942942,343512.16
mrd11943125,283320.8
mrd11943631,275252.12
mrd11943644,351334.28
mrd11943814,955951.7
mrd11943893,285754.25
mrd11943914,1039773.5
mrd11944025,578885.5
mrd11944076,229371.0
mrd11944144,434125.72
mrd11944349,367514.78
mrd11944394,360549.1
mrd11944406,355115.22
mrd11944454,353841.16
mrd11944682,217898.02
mrd11944761,486144.72
mrd11944945,558514.0
mrd11945116,364655.7
mrd11945233,400592.2
mrd11945344,1022396.9
mrd11945547,366621.9
mrd11945646,625589.5
mrd11945689,269485.03
mrd11945782,583202.4
mrd11945884,775096.9
mrd11945910,282440.34
mrd11946071,322242.0
mrd11946089,693527.4
mrd11946316,328187.22
mrd11946347,731634.3
mrd11946449,222069.67
mrd11946462,357327.72
mrd11946758,361962.97
mrd11946783,438086.03
mrd11946821,503273.97
mrd11947105,310087.28
mrd11947199,302792.0
mrd11947213,361286.2
mrd11947255,268248.53
mrd11947309,914864.0
mrd11947325,473950.34
mrd11947365,314273.7
mrd11947454,327118.8
mrd11947500,657788.5
mrd11947533,284381.28
mrd11947599,362130.62
mrd11947607,353896.3
mrd11947768,970558.5
mrd11947856,310844.22
mrd11948037,576836.75
mrd11948119,599377.6
mrd11948571,485877.38
mrd11948709,341700.22
mrd11948740,554076.06
mrd11948778,429932.72
mrd11948809,365866.9
mrd11948869,287662.9
mrd11948927,585704.25
mrd11948939,494526.44
mrd11948943,358385.9
mrd11949063,355164.44
mrd11949124,447182.1
mrd11949235,317188.44
mrd11949376,360138.22
mrd11949413,362825.78
mrd11949426,398675.1
mrd11949439,706448.06
mrd11949446,362849.47
mrd11949480,617856.1
mrd11949562,291285.16
mrd11949592,302556.28
mrd11949690,674293.7
mrd11949710,290266.53
mrd11949779,365397.47
mrd11949782,2440947.8
mrd11949795,481378.72
mrd11949829,303483.12
mrd11950160,376156.25
mrd11950179,226134.12
mrd11950190,474357.1
mrd11950255,1039254.6
mrd11950297,667429.3
mrd11950362,269807.34
mrd11950483,308630.47
mrd11950556,299453.53
mrd11950663,363811.78
mrd11950964,467974.34
mrd11950984,367082.38
mrd11951035,529220.06
mrd11951039,282181.56
mrd11951079,1122200.4
mrd11951159,587179.4
mrd11951169,362233.53
mrd11951178,411347.8
mrd11951180,459643.0
mrd11951253,299454.3
mrd11951256,221468.7
mrd11951389,444897.03
mrd11951424,328759.16
mrd11951439,286502.03
mrd11951470,365060.03
mrd11951476,683806.4
mrd11951499,221998.66
mrd11951670,437626.3
mrd11951792,219897.31
mrd11951836,227605.92
mrd11951850,826799.7
mrd11951867,267873.9
mrd11951894,288257.34
mrd11952051,272428.44
mrd11952088,295409.75
mrd11952131,308383.06
mrd11952283,293343.8
mrd11952304,660579.56
mrd11952415,311773.84
mrd11952421,399014.8
mrd11952459,326824.97
mrd11952811,338516.6
mrd11952933,297735.47
mrd11952948,289694.0
mrd11952965,340521.66
mrd11953038,367533.22
mrd11953051,486777.84
mrd11953055,270485.56
mrd11953066,277530.03
mrd11953267,281701.1
mrd11953269,438041.66
mrd11953278,292743.38
mrd11953303,271287.25
mrd11953312,366468.8
mrd11953318,302501.03
mrd11953437,363669.25
mrd11953445,494703.6
mrd11953450,578000.1
mrd11953942,400748.72
mrd11954051,360865.0
mrd11954067,458883.56
mrd11954219,1451417.5
mrd11954358,353104.34
mrd11954375,361938.9
mrd11954384,362591.22
mrd11954386,410387.66
mrd11954422,433561.38
mrd11954428,757037.75
mrd11954478,736350.2
mrd11954624,510474.16
mrd11954820,412154.97
mrd11954823,494200.66
mrd11954968,275248.4
mrd11954969,390868.03
mrd11955103,494383.1
mrd11955211,448492.84
mrd11955244,536057.8
mrd11955247,280494.56
mrd11955377,278509.44
mrd11955409,329939.78
mrd11955711,597617.6
mrd11955797,507858.22
mrd11955817,229572.44
mrd11955888,216943.56
mrd11956020,319101.8
mrd11956070,287772.7
mrd11956106,400638.6
mrd11956127,367827.8
mrd11956329,449940.12
mrd11956384,362452.94
mrd11956473,361928.94
mrd11956481,880092.0
mrd11956517,362452.72
mrd11956575,266811.6
mrd11956637,295642.03
mrd11956742,348489.9
mrd11956803,912800.1
mrd11956822,2047286.0
mrd11956892,656907.94
mrd11956895,486119.25
mrd11957004,277301.5
mrd11957062,252829.36
mrd11957161,364796.38
mrd11957209,322740.62
mrd11957358,440232.34
mrd11957434,313515.75
mrd11957553,299088.16
mrd11957576,700257.25
mrd11957700,359632.0
mrd11957795,524265.5
mrd11957825,223758.4
mrd11957848,492354.7
mrd11957881,626561.9
mrd11957946,343533.47
mrd11957992,523402.2
mrd11958011,408745.47
mrd11958035,562802.1
mrd11958105,288125.3
mrd11958699,310197.78
mrd11958715,293815.03
mrd11958750,222194.75
mrd11958884,335789.97
mrd11958920,302397.72
mrd11958983,431201.44
mrd11959003,746842.0
mrd11959013,338320.6
mrd11959055,331612.9
mrd11959100,226776.62
mrd11959168,350901.62
mrd11959192,400990.66
mrd11959205,449265.9
mrd11959438,362067.6
mrd11959479,733324.75
mrd11959930,342859.1
mrd11959955,356566.03
mrd11960052,246734.66
mrd11960073,403805.6
mrd11960096,366834.5
mrd11960363,311174.6
mrd11960370,453134.7
mrd11960473,362731.4
mrd11960504,284643.03
mrd11960615,490641.66
mrd11960668,1607598.8
mrd11960761,220589.12
mrd11960804,523415.3
mrd11960920,406524.78
mrd11961081,280737.03
mrd11961089,303937.88
mrd11961097,293300.2
mrd11961155,520089.2
mrd11961488,657546.9
mrd11961500,282702.22
mrd11961521,298392.66
mrd11961614,564471.75
mrd11961739,491938.78
mrd11961740,226723.12
mrd11961770,754792.6
mrd11961826,497186.0
mrd11961868,267901.22
mrd11961870,397117.28
mrd11961918,363462.34
mrd11961921,295227.97
mrd11962014,362894.66
mrd11962056,223279.64
mrd11962090,284878.62
mrd11962155,598537.75
mrd11962182,301729.16
mrd11962254,333489.8
mrd11962275,480837.97
mrd11962299,579901.5
mrd11962451,693082.5
mrd11962480,685994.5
mrd11962503,305974.34
mrd11962624,499018.5
mrd11962660,313282.47
mrd11962689,741299.6
mrd11962756,313388.1
mrd11962931,285792.8
mrd11963107,379547.22
mrd11963136,361117.1
mrd11963312,362821.03
mrd11963423,285681.97
mrd11963539,945013.2
mrd11963563,532614.9
mrd11963584,754008.25
mrd11963594,263465.4
mrd11963628,348930.88
mrd11963630,460473.94
mrd11963642,265221.16
mrd11963862,427871.44
mrd11963873,286032.16
mrd11963890,1018493.0
mrd11964023,528762.9
mrd11964043,359770.2
mrd11964061,303756.28
mrd11964072,309175.28
mrd11964137,273158.7
mrd11964143,382725.84
mrd11964182,1225334.8
mrd11964220,363760.53
mrd11964228,293497.9
mrd11964322,630972.5
mrd11964332,316830.34
mrd11964381,219000.23
mrd11964390,362656.8
mrd11964427,458427.53
mrd11964429,876043.75
mrd11964491,710601.94
mrd11964546,292840.03
mrd11964572,293198.34
mrd11964581,361832.66
mrd11964614,476752.47
mrd11964798,323370.84
mrd11964838,271362.72
mrd11964881,391844.78
mrd11964892,437694.9
mrd11964903,300070.1
mrd11965061,408917.12
mrd11965338,270650.12
mrd11965358,297086.47
mrd11965368,280599.38
mrd11965465,626464.06
mrd11965565,571744.0
mrd11965574,678100.4
mrd11965647,364845.84
mrd11965758,219676.86
mrd11965794,696271.75
mrd11965854,267564.12
mrd11965859,1331097.8
mrd11966118,296978.78
mrd11966130,287910.72
mrd11966149,216132.38
mrd11966218,552263.7
mrd11966261,369135.66
mrd11966262,499107.66
mrd11966397,308069.25
mrd11966406,280178.03
mrd11966488,486275.25
mrd11966542,267083.72
mrd11966607,309298.56
mrd11966641,277097.88
mrd11966643,289276.22
mrd11966647,494022.4
mrd11966708,230939.56
mrd11966829,270435.16
mrd11966913,345631.97
mrd11966988,387954.47
mrd11967086,530010.1
mrd11967253,362439.2
mrd11967418,735645.8
mrd11967421,353961.22
mrd11967443,314686.47
mrd11967507,301913.75
mrd11967642,475548.1
mrd11967657,637493.6
mrd11967704,222195.56
mrd11967838,848365.3
mrd11967839,291805.8
mrd11967858,343461.53
mrd11968020,657721.75
mrd11968098,489763.4
mrd11968116,851443.7
mrd11968213,362957.97
mrd11968232,280203.66
mrd11968283,442954.03
mrd11968311,286875.4
mrd11968341,353417.78
mrd11968503,462806.84
mrd11968548,1057838.5
mrd11968654,353766.72
mrd11968724,360148.16
mrd11968783,326950.53
mrd11968846,362471.56
mrd11968870,557069.75
mrd11968888,465738.56
mrd11968906,645084.0
mrd11968944,365403.4
mrd11968989,283536.06
mrd11969010,430226.7
mrd11969052,677431.44
mrd11969083,487963.22
mrd11969090,314857.38
mrd11969092,988412.1
mrd11969264,311356.97
mrd11969293,323751.7
mrd11969319,535034.7
mrd11969449,286283.88
mrd11969556,395877.62
mrd11969567,458768.22
mrd11969606,324362.62
mrd11969798,292704.53
mrd11969805,284167.66
mrd11969811,223242.95
mrd11969818,282199.2
mrd11969836,467104.2
mrd11969895,622634.4
mrd11969901,726820.25
mrd11969944,292522.6
mrd11970070,259963.97
mrd11970295,522264.84
mrd11970333,227564.19
mrd11970335,296623.1
mrd11970397,275087.8
mrd11970504,356935.4
mrd11970532,356844.47
mrd11970538,1245224.2
mrd11970596,361559.3
mrd11970600,318945.16
mrd11970653,998373.7
mrd11970678,293961.47
mrd11970727,459420.34
mrd11970743,413180.4
mrd11970897,224429.67
mrd11970919,495984.88
mrd11970926,539096.6
mrd11971023,976316.94
mrd11971126,365465.6
mrd11971162,392166.5
mrd11971219,2087925.9
mrd11971245,323579.56
mrd11971266,283086.53
mrd11971296,267916.78
mrd11971343,261771.22
mrd11971383,366296.78
mrd11971407,305211.06
mrd11971433,536781.25
mrd11971446,362231.03
mrd11971471,264223.16
mrd11971506,299284.6
mrd11971590,267220.72
mrd11971621,275701.97
mrd11971663,362361.72
mrd11971705,225164.5
mrd11971719,633515.5
mrd11971721,780832.75
mrd11971738,300507.47
mrd11971740,358812.62
mrd11971960,1920227.0
mrd11972019,555769.3
mrd11972066,320393.66
mrd11972095,362079.22
mrd11972165,296909.4
mrd11972185,501154.5
mrd11972208,301540.8
mrd11972265,359516.5
mrd11972332,355474.4
mrd11972412,299695.22
mrd11972451,292100.97
mrd11972468,303344.1
mrd11972477,437993.38
mrd11972513,361193.1
mrd11972514,780484.06
mrd11972629,363853.4
mrd11972696,310587.47
mrd11972746,734833.9
mrd11972892,417369.8
mrd11972929,359386.84
mrd11973047,296491.22
mrd11973099,364186.9
mrd11973196,603345.1
mrd11973305,361992.12
mrd11973365,218555.88
mrd11973420,554740.1
mrd11973453,397185.72
mrd11973454,314041.88
mrd11973472,297363.16
mrd11973490,284594.28
mrd11973540,422810.38
mrd11973561,343382.4
mrd11973571,293245.62
mrd11973606,485806.72
mrd11973607,227162.52
mrd11973613,258195.4
mrd11973663,362844.22
mrd11973726,346336.34
mrd11973747,757912.5
mrd11973752,296248.16
mrd11973781,291277.56
mrd11973797,225101.2
mrd11973814,364707.28
mrd11973886,311323.94
mrd11973981,277422.9
mrd11974039,664266.2
mrd11974230,325230.47
mrd11974339,1085763.5
mrd11974370,322372.6
mrd11974426,279815.78
mrd11974453,270595.78
mrd11974464,325248.72
mrd11974470,583442.1
mrd11974477,305114.53
mrd11974550,295509.97
mrd11974573,291231.22
mrd11974686,371419.9
mrd11974711,898447.25
mrd11974804,366729.34
mrd11974921,944835.3
mrd11974980,307155.47
mrd11974992,368272.22
mrd11975084,321877.3
mrd11975130,666112.56
mrd11975141,411779.0
mrd11975152,671331.6
mrd11975171,604060.5
mrd11975174,369506.6
mrd11975193,478617.22
mrd11975255,581874.0
mrd11975291,334027.94
mrd11975320,287168.9
mrd11975411,306414.4
mrd11975450,314586.34
mrd11975468,319757.97
mrd11975575,466451.84
mrd11975595,880756.6
mrd11975728,351591.47
mrd11975739,392497.47
mrd11975788,275123.78
mrd11975824,280486.53
mrd11975927,365031.28
mrd11975951,878694.25
mrd11975969,397212.72
mrd11975975,810235.6
mrd11975984,365729.03
mrd11976047,522009.66
mrd11976064,363076.2
mrd11976084,465355.53
mrd11976237,507229.1
mrd11976279,362469.62
mrd11976314,397388.9
mrd11976322,267638.34
mrd11976360,1148655.6
mrd11976377,266427.72
mrd11976388,411828.84
mrd11976403,625590.25
mrd11976406,272680.78
mrd11976433,430953.88
mrd11976607,610039.94
mrd11976757,378979.66
mrd11976789,847716.9
mrd11976819,364937.4
mrd11976828,349605.8
mrd11976833,257558.9
mrd11976919,478036.12
mrd11977035,288168.1
mrd11977164,273334.47
mrd11977185,347286.34
mrd11977287,301029.84
mrd11977313,787836.06
mrd11977329,625590.25
mrd11977441,291768.9
mrd11977479,539198.0
mrd11977503,716239.5
mrd11977541,361221.3
mrd11977548,407254.34
mrd11977622,219190.16
mrd11977692,569322.06
mrd11977756,294622.5
mrd11977886,481836.97
mrd11977907,486011.78
mrd11977938,366732.34
mrd11977992,399814.9
mrd11978010,230819.03
mrd11978027,447879.12
mrd11978052,431651.1
mrd11978082,1426634.0
mrd11978084,942290.3
mrd11978130,718880.6
mrd11978185,405257.22
mrd11978225,528873.56
mrd11978302,354971.1
mrd11978370,298352.72
mrd11978376,913969.5
mrd11978434,376219.8
mrd11978448,638245.75
mrd11978503,306515.34
mrd11978519,361192.06
mrd11978548,327804.4
mrd11978564,285923.94
mrd11978595,285140.9
mrd11978770,707845.0
mrd11978827,596427.6
mrd11978866,369540.72
mrd11978937,362050.6
mrd11978951,464027.84
mrd11979081,300490.22
mrd11979135,298352.34
mrd11979247,336338.53
mrd11979376,432444.2
mrd11979393,296431.28
mrd11979430,483360.84
mrd11979524,262540.47
mrd11979548,300263.9
mrd11979657,602984.06
mrd11979801,221562.75
mrd11979810,311542.1
mrd11979853,376156.47
mrd11979883,327770.84
mrd11980048,277925.53
mrd11980087,291368.53
mrd11980161,1015710.6
mrd11980169,292239.06
mrd11980195,401738.9
mrd11980286,396119.03
mrd11980306,359801.53
mrd11980352,753512.06
mrd11980375,474981.38
mrd11980398,229371.0
mrd11980525,967045.94
mrd11980526,655955.9
mrd11980603,310165.47
mrd11980626,228749.47
mrd11980670,324409.47
mrd11980747,325805.84
mrd11980760,262343.84
mrd11980937,486561.0
mrd11981023,1502595.4
mrd11981169,767553.56
mrd11981173,220955.66
mrd11981299,448967.53
mrd11981301,324870.47
mrd11981342,284162.84
mrd11981434,268204.0
mrd11981447,414295.28
mrd11981488,358077.9
mrd11981557,228695.67
mrd11981571,338764.4
mrd11981622,367521.84
mrd11981625,628264.1
mrd11981643,216841.83
mrd11981728,625873.25
mrd11981778,310878.5
mrd11981787,292951.03
mrd11981791,284381.9
mrd11981793,603173.6
mrd11981808,1228731.5
mrd11981829,1310888.5
mrd11981950,352843.84
mrd11982032,573382.4
